activity_id,canonical_molecule_id,parent_id,source_id,assay_id,readout,assay_family,endpoint_type,endpoint_relation,endpoint_value,potency_nM,efficacy_pct,fold_shift,receptor_species,evidence_tier,final_modeling_role,extended_category,strict_view_membership,species_caveat,notes
ACT_25917042,CM00147,PARENT0784,PMID_39023902,ASSY_CHEMBL5526935,PAM_functional_Gprotein,G-protein,deltapEC50,>,0.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=deltapEC50; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917043,CM00513,PARENT0787,PMID_39023902,ASSY_CHEMBL5526935,PAM_functional_Gprotein,G-protein,deltapEC50,>,0.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=deltapEC50; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917044,CM00432,PARENT0754,PMID_39023902,ASSY_CHEMBL5526936,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917046,CM00423,PARENT0759,PMID_39023902,ASSY_CHEMBL5526936,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917048,CM00362,PARENT0775,PMID_39023902,ASSY_CHEMBL5526936,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917049,CM00080,PARENT0778,PMID_39023902,ASSY_CHEMBL5526936,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917050,CM00754,PARENT0780,PMID_39023902,ASSY_CHEMBL5526936,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917051,CM00833,PARENT0788,PMID_39023902,ASSY_CHEMBL5526936,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917052,CM00757,PARENT0789,PMID_39023902,ASSY_CHEMBL5526936,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917053,CM00776,PARENT0790,PMID_39023902,ASSY_CHEMBL5526936,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917054,CM00790,PARENT0791,PMID_39023902,ASSY_CHEMBL5526936,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917055,CM00393,PARENT0792,PMID_39023902,ASSY_CHEMBL5526936,PAM_functional_Gprotein,G-protein,Emax,<,70.0,,70.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_Gprotein; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency); censored endpoint bound; relation preserved
ACT_25917056,CM00581,PARENT0793,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,5.86,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917057,CM00560,PARENT0753,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,4.57,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917058,CM00432,PARENT0754,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,4.73,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917059,CM00654,PARENT0757,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,4.74,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917060,CM00423,PARENT0759,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,4.55,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917061,CM00362,PARENT0775,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,4.79,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917062,CM00080,PARENT0778,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,5.77,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917063,CM00754,PARENT0780,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,4.73,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917064,CM00460,PARENT0781,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,4.71,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917065,CM00714,PARENT0782,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,5.59,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917066,CM00282,PARENT0783,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,5.51,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917067,CM00147,PARENT0784,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,4.53,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917068,CM00513,PARENT0787,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,5.41,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917069,CM00833,PARENT0788,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,5.56,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917070,CM00757,PARENT0789,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,5.52,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917071,CM00776,PARENT0790,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,5.65,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917072,CM00790,PARENT0791,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,5.23,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917073,CM00393,PARENT0792,PMID_39023902,ASSY_CHEMBL5526937,PAM_functional_Gprotein,G-protein,pKb,=,5.26,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917074,CM00581,PARENT0793,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,1.58,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917075,CM00560,PARENT0753,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,0.73,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917076,CM00432,PARENT0754,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,1.05,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917077,CM00654,PARENT0757,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,0.88,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917078,CM00423,PARENT0759,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,1.16,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917079,CM00362,PARENT0775,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,0.85,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917080,CM00080,PARENT0778,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,0.74,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917081,CM00754,PARENT0780,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,2.17,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917082,CM00460,PARENT0781,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,1.3,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917083,CM00714,PARENT0782,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,0.23,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917084,CM00282,PARENT0783,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,0.21,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917085,CM00147,PARENT0784,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,1.56,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917086,CM00513,PARENT0787,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,-0.03,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917087,CM00833,PARENT0788,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,1.47,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917088,CM00757,PARENT0789,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,1.31,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917089,CM00776,PARENT0790,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,1.72,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917090,CM00790,PARENT0791,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,1.49,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917091,CM00393,PARENT0792,PMID_39023902,ASSY_CHEMBL5526938,PAM_functional_Gprotein,G-protein,log(activity),=,1.55,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917092,CM00581,PARENT0793,PMID_39023902,ASSY_CHEMBL5526939,PAM_functional_Gprotein,G-protein,Activity,=,38.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917093,CM00560,PARENT0753,PMID_39023902,ASSY_CHEMBL5526939,PAM_functional_Gprotein,G-protein,Activity,=,5.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917094,CM00432,PARENT0754,PMID_39023902,ASSY_CHEMBL5526939,PAM_functional_Gprotein,G-protein,Activity,=,11.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917095,CM00654,PARENT0757,PMID_39023902,ASSY_CHEMBL5526939,PAM_functional_Gprotein,G-protein,Activity,=,7.6,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917096,CM00423,PARENT0759,PMID_39023902,ASSY_CHEMBL5526939,PAM_functional_Gprotein,G-protein,Activity,=,14.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917097,CM00362,PARENT0775,PMID_39023902,ASSY_CHEMBL5526939,PAM_functional_Gprotein,G-protein,Activity,=,7.1,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917098,CM00080,PARENT0778,PMID_39023902,ASSY_CHEMBL5526939,PAM_functional_Gprotein,G-protein,Activity,=,5.5,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917099,CM00754,PARENT0780,PMID_39023902,ASSY_CHEMBL5526939,PAM_functional_Gprotein,G-protein,Activity,=,148.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917100,CM00460,PARENT0781,PMID_39023902,ASSY_CHEMBL5526939,PAM_functional_Gprotein,G-protein,Activity,=,20.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_Gprotein; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
